nTasks;MeanSecs;VarSecs
10;0.0318232178;0.000195383429983076
15;0.159019075;0.0410099531027022
20;17.2874790016667;720.664626566785
25;25.4872252838;939.128802547011
30;49.6269157774667;500.012584587492
35;58.8266908751333;245.030383029169
40;63.0105274422;6.04602462107759e-07
