nTasks;MeanSecs;VarSecs
10;8.6530770718;0.0469495395555096
20;21.92297759225;456.497714164985
30;52.2590558561;372.509192227673
40;55.71970606705;300.615321933489
50;63.27781583685;0.00180473677014479
60;63.3897257847;0.00320625379182469
70;63.3900565304;0.00281345804733007
