nTasks;MeanSecs;VarSecs
10;0.29079147925;0.0876482776028169
20;10.47213207005;600.643878083269
30;44.7678505324;2784.73674798861
40;57.16906568385;3580.47529077865
50;60.70809184885;3793.67664961747
60;63.179182593;3989.87749788617
70;63.249981018;3997.50055545635
